Country,Latitude,Longitude,Confirmed,Deaths
US,45.01625271,-93.09872295,61674,964
US,47.87197525,-96.09561104,566,8
US,44.40555844,-95.25207021,2264,43
US,44.72836381,-94.94553734,2191,49
US,44.3543376,-93.29658715,9690,128
US,43.67482683,-96.25296832,1517,19
US,48.77501878,-95.81079919,2544,24
US,44.6490231,-93.53340251,20934,157
US,45.44447208,-93.77617511,14843,111
US,44.5796592,-94.23164924,1957,12
US,47.6048407,-92.46879855,22559,347
US,45.55192576,-94.61078221,27241,251
US,44.02240351,-93.22627088,5591,25
US,45.58613007,-96.00163705,1167,11
US,45.2829032,-95.68264092,1305,19
US,46.06996226,-94.89785296,3696,36
US,45.77298854,-96.47062949,486,5
US,,,539,113
US,44.28424356,-92.23121312,2712,5
US,46.58589171,-94.96968506,2199,29
US,44.02211116,-93.58720034,3179,28
US,45.03864533,-92.88429635,32576,325
US,43.97823903,-94.61413846,1663,11
US,46.35721532,-96.4684375,973,14
US,43.98772283,-91.78081305,5939,52
US,45.17297924,-93.96234781,20360,169
US,44.71710183,-95.86842453,1433,20
US,31.47669768,-91.35326037,4537,119
US,34.88084463,-88.57996173,5610,97
US,31.17467303,-90.80501621,2026,53
US,33.08658803,-89.57838564,3294,89
US,34.81681228,-89.18945516,1468,38
US,33.79696941,-90.87372121,6242,145
US,33.93683395,-89.33686647,2760,45
US,33.44834567,-89.91994479,1663,38
US,33.91983202,-88.9481545,2948,67
US,33.34598242,-89.24809382,1326,26
US,31.97061673,-90.90702196,1303,37
US,32.04158545,-88.68896219999998,2880,93
US,33.65358105,-88.77784255,3040,75
US,34.22772299,-90.60415045,4101,104
US,31.86977774,-90.44565118,4399,89
US,31.63225413,-89.55389939,4260,93
US,34.87625235,-89.99091418,31670,393
US,31.18961454,-89.25832496,13376,248
US,31.47786634,-90.89672989,1187,28
US,30.86259065,-88.64436789,4884,79
US,31.21444233,-88.63922281,2144,48
US,33.77036166,-89.80245083,3679,108
US,30.41830223,-89.48851033,7675,126
US,30.51359752,-89.12467576,33919,525
US,32.2656285,-90.44435448,31680,614
US,33.12345854,-90.08923538,2662,87
US,33.12825718,-90.52252707,1285,38
US,32.72531359,-90.97392828,193,7
US,34.27993475,-88.3606733,4569,104
US,30.54020656,-88.64184064,24227,370
US,32.01922104,-89.11786866,3250,64
US,31.73397872,-91.03764977,941,34
US,31.56884708,-89.82670990000004,1702,42
US,31.62257767,-89.16896899999998,13731,238
US,32.75462946,-88.64105766,1408,41
US,34.35687874,-89.48490961,8413,137
US,31.20572971,-89.5077704,10436,135
US,32.40419769,-88.66229662,11866,310
US,31.55147224,-90.10841127,2099,38
US,32.7536828,-89.52402044,4064,87
US,34.291877500000005,-88.68149954,15354,232
US,33.55545125,-90.29900733,4600,142
US,31.53288662,-90.45391915,5390,134
US,33.47386518,-88.44191529999998,10819,182
US,32.63389156,-90.03513564,14478,277
US,31.23132643,-89.8209217,4195,106
US,34.76216286,-89.50299462,6341,130
US,33.89236763,-88.4808438,6674,173
US,33.49419589,-89.61729103,1779,56
US,32.75339664,-89.11726492,6578,204
US,32.40021118,-89.11843336,3793,78
US,33.11009499,-88.56949061,1848,40
US,33.42491685,-88.87905132,7092,127
US,34.36398677,-89.95064249,6429,129
US,30.77090935,-89.58677275,9390,236
US,31.17161885,-88.99281835,2038,54
US,31.17507789,-90.40392572,5708,150
US,34.226046000000004,-89.03636807,6561,99
US,34.61810501,-88.51986294,4626,81
US,34.25157572,-90.28908,1054,27
US,32.26469147,-89.94537876,21793,386
US,32.406704100000006,-89.53789439,4692,96
US,32.88149103,-90.8159538,636,20
US,31.91282117,-89.91716179,4403,116
US,32.01744532,-89.50644846,2611,49
US,30.79187949,-89.11547539,3571,64
US,33.60192578,-90.58882684,4211,104
US,33.95339918,-90.1729398,2243,51
US,34.65133709,-89.94485778,4521,108
US,34.76872156,-88.90988194,4630,81
US,34.74023475,-88.23917219,3539,89
US,34.64967704,-90.37481167,1576,39
US,,,0,0
US,34.49162015,-89.00776006,5910,93
US,31.14971548,-90.10446654,2152,63
US,32.35810271,-90.83352619,6625,173
US,33.28392041,-90.94196237,7340,156
US,31.64135687,-88.69573913,4377,72
US,33.61300486,-89.28392912,2011,45
US,31.16078225,-91.31018819,1029,38
US,33.08747908,-89.03391385,3116,91
US,34.02824175,-89.70762049999998,2309,47
US,32.77890365,-90.39656148,4353,86
US,40.19058551,-92.60078167,3381,32
US,39.98492163,-94.80163024,2701,24
US,40.43238737,-95.42970639,646,7
US,39.215877,-91.84242683,3668,64
US,36.70978521,-93.82919888,4215,60
US,37.50207671,-94.34757022,1761,27
US,38.25271289,-94.34113157,2237,39
US,38.29503305,-93.28756116,2576,44
US,37.32449052,-90.02725304,1700,19
US,38.99186229,-92.30723575,24394,133
US,39.65816401,-94.80138942,13323,179
US,36.71462476,-90.40421163,6508,70
US,39.65620858,-93.98308093,1115,19
US,38.83674754,-91.92186505,7299,67
US,38.02199522,-92.76083747,6226,122
US,37.38489388,-89.6843587,12092,153
US,39.42762566,-93.50626255,1359,26
US,36.94160441,-90.96051322,1061,14
US,38.64789422,-94.353399,13957,154
US,37.72391475,-93.85445441,1642,29
US,39.51499357,-92.9629191,1013,8
US,36.9711783,-93.18537118,12767,157
US,40.41040752,-91.73661677,970,12
US,39.31132056,-94.41850862,14565,209
US,39.6013098,-94.40465394,2797,76
US,38.50455671,-92.27860244,12744,169
US,38.844478,-92.80896081,2690,33
US,37.97663738,-91.30528104,3542,56
US,37.431814,-93.8503345,864,17
US,37.6811355,-93.02127031,2232,40
US,39.96145298,-93.98519678,1011,13
US,39.89201062,-94.40476508,1442,33
US,37.60663134,-91.50790473,1865,39
US,36.9325593,-92.49905109,1601,42
US,36.27167174,-90.09122243,4240,58
US,38.41127108,-91.07522826,14107,213
US,38.43947277,-91.50847147,2151,49
US,40.21097916,-94.40944419,1272,25
US,37.2575872,-93.34230916,42679,658
US,40.11406587,-93.56509276,1548,47
US,40.35570088,-93.99222144,1100,17
US,38.38482826,-93.79293734,3173,49
US,37.94163617,-93.3203037,1079,21
US,40.09799248,-95.2163888,605,16
US,39.1435761,-92.69756691,1387,12
US,36.77383887,-91.88683935,5619,71
US,37.55487945,-90.7735296,1346,13
US,39.01002188,-94.34724536,54758,661
US,37.20351921,-94.34050458,22148,339
US,38.25926778,-90.53870896,31432,317
US,38.74719601,-93.80691168,6953,70
US,39.0997,-94.5786,62188,803
US,40.12699751,-92.14780832,505,3
US,37.65896829,-92.5888493,5211,126
US,39.06986886,-93.78076396,4524,71
US,37.10626634,-93.83293097,5116,104
US,40.09673161,-91.72070156,1624,22
US,39.05345619,-90.95588181,8987,66
US,39.87001769,-93.10704106,1823,25
US,39.78110272,-93.54645978,2542,62
US,39.83049768,-92.56453089,2157,20
US,37.47865134,-90.3467143,2284,24
US,38.16193985,-91.92249662,970,18
US,39.80601912,-91.62203062,5108,58
US,36.62869595,-94.34867205,3500,43
US,40.42212303,-93.5682959,428,3
US,38.21450288,-92.42610898,3948,75
US,36.82516239,-89.29505753,2144,38
US,38.63571781,-92.57976951,2535,38
US,39.49593978,-92.00043978,1284,12
US,38.94022054,-91.47000721,1504,19
US,38.4181765,-92.88791859,2583,57
US,36.59666326,-89.66070007,3266,55
US,36.90519407,-94.3394104,7650,118
US,40.36079813,-94.88133008,3314,34
US,36.68710164,-91.4033755,1314,10
US,38.46036182,-91.8613635,2103,23
US,36.64916339,-92.44459066,1093,29
US,36.2130572,-89.78742322,2031,41
US,37.70660776,-89.82741088,3024,32
US,38.72798918,-93.28471706,7206,100
US,37.87736118,-91.79351727,6093,178
US,39.34310674,-91.16980779,2477,35
US,39.38154439,-94.77068479,5811,59
US,37.6162296,-93.39828174,5063,50
US,37.82462075,-92.20783203,5081,75
US,40.47942497,-93.02042674,615,9
US,39.52817427,-91.51838643,1514,14
US,39.44007257,-92.4971374,3546,36
US,39.3537468,-93.98905745,2882,48
US,37.36085952,-90.97009925,685,6
US,36.65460667,-90.85990261,1866,23
US,39.13734288,-93.20259964,4031,46
US,40.46921489,-92.52311943,411,7
US,40.45214695,-92.14709064,365,4
US,37.05588075,-89.56474493,7031,111
US,37.15772072,-91.40190382,966,17
US,39.79742518,-92.07634971,907,9
US,38.77875681,-90.66662425,54922,533
US,38.03699437,-93.77631447,1233,14
US,37.81214171,-90.47598685,11825,158
US,38.63770039999999,-90.4458375,126967,2502
US,38.63555736,-90.24349225,30931,597
US,37.89090059,-90.1949941,2337,29
US,36.85571651,-89.9444155,4256,67
US,36.75000327,-93.45256475,3893,83
US,40.2099105,-93.11150106,1164,14
US,36.65465345,-93.04075153,8904,146
US,37.31728859,-91.96564727,2929,42
US,,,0,0
US,37.8457799,-94.34127305,2922,64
US,38.76529479,-91.16124662,4903,43
US,37.96130078,-90.87948158,3873,65
US,37.11303869,-90.46001416,1542,18
US,37.2813734,-92.876329,5645,86
US,40.47945588,-94.42328751,218,2
US,37.27029221,-92.46914488,2520,46
US,45.13434354,-112.8984694,1352,15
US,45.42335905,-107.492347,2925,81
US,48.43175214,-108.9582723,1046,24
US,46.33277565,-111.4955813,769,14
US,45.22850116,-109.0274047,1219,20
US,45.5197966,-104.5395536,171,5
US,47.30797024,-111.3467922,13831,214
US,47.88084126,-110.4353362,633,8
US,46.25319932,-105.57375259999998,1923,29
US,48.78420029,-105.54763429999998,247,9
US,47.26584855,-104.89444170000002,1425,39
US,46.05953325,-113.073353,1478,24
US,46.33478338,-104.4183565,425,4
US,47.26331584,-109.2245206,1472,37
US,48.29575866,-114.0520569,17900,153
US,45.54486106,-111.1692571,18859,73
US,47.27545948,-107.0002351,116,3
US,48.70513576,-112.9934235,1958,48
US,46.3816474,-109.1768522,67,3
US,46.40605220000001,-113.4414186,329,2
US,48.62879827,-110.1129252,2918,55
US,46.14907081,-112.094396,1559,9
US,47.04581276,-110.2660688,133,1
US,47.64514965,-114.0898013,3419,55
US,47.12610041,-112.394698,9751,104
US,48.56084317,-111.024307,245,1
US,48.54265777,-115.4046155,3096,52
US,45.30080065,-111.9173017,1165,8
US,47.64469406,-105.7944994,242,2
US,46.59907074,-110.8898557,239,8
US,47.15283992,-115.0015239,637,10
US,47.03728583,-113.92135079999998,14498,136
US,46.49684637,-108.39498,508,15
US,45.48965095,-110.52643940000002,2020,26
US,47.1182463,-108.2508876,16,1
US,48.25936577,-107.9128511,662,21
US,48.22773388,-112.2252703,722,4
US,45.39617714,-105.636738,250,9
US,46.85538891,-112.9359164,1227,14
US,46.86048047,-105.379384,152,2
US,46.08520862,-114.11891640000002,4645,65
US,47.78668011,-104.5610786,1588,18
US,48.29607488,-105.0079268,1860,57
US,46.23397237,-106.72928799999998,1572,55
US,47.67657534,-115.1329916,1243,18
US,48.72085833,-104.503829,487,7
US,45.90018933,-112.6620092,5334,96
US,45.67071407,-109.3950061,1017,20
US,45.81367654,-109.9425686,518,7
US,47.83741052,-112.2410688,750,7
US,48.65577551,-111.6942414,931,12
US,46.20973220000001,-107.2666516,80,1
US,,,0,0
US,48.36435097,-106.6669635,1142,22
US,46.46652491,-109.8464636,246,12
US,46.95925154,-104.2510927,159,7
US,45.93955949,-108.2691486,25504,337
US,40.52449420000001,-98.50117804,3799,46
US,42.17695516,-98.0666283,659,7
US,41.56896142,-101.6959559,24,1
US,41.54634427,-103.7114332,50,0
US,41.91311716,-99.97677845,38,0
US,41.70759415,-98.06737183,679,4
US,42.22079243,-103.0878834,1415,8
US,42.8997274,-98.76486568,223,3
US,42.43018907,-99.92904055,288,2
US,40.85486962,-99.07500296,7083,57
US,41.85056773,-96.32605633,752,12
US,41.22703692,-97.13106306,1033,11
US,40.90899107,-96.13971217,3377,16
US,42.5988851,-97.25311951,909,11
US,40.5237198,-101.6978026,502,5
US,42.54502621,-101.1244332,391,7
US,41.21999357,-102.9941693,1166,16
US,40.52439441,-98.05126296,878,11
US,41.57486951,-97.0868542,1717,21
US,41.91637624,-96.78730772,1129,15
US,41.39374521,-99.72805369,1169,19
US,42.39040144,-96.56656425,4523,65
US,42.71985036,-103.1313774,981,12
US,40.87028216,-99.8201461,3494,31
US,41.11168186,-102.3333331,149,1
US,42.49188363,-96.86782408,717,9
US,41.58071748,-96.65598179,5642,62
US,41.29518299,-96.15085305,84512,718
US,40.17638677,-101.6876522,231,4
US,40.52458567,-97.59646937,683,8
US,40.17636348,-98.95299073,300,4
US,40.52993007,-100.3924658,347,1
US,40.17642064,-99.91247454,604,5
US,40.26186809,-96.68946704,2487,19
US,41.61703149,-102.3313973,149,1
US,41.91428955,-98.99111827,252,1
US,40.51481965,-99.83020279,227,5
US,41.91528587,-101.740701,63,4
US,41.56742671,-98.52150266,261,1
US,40.87257079,-98.50218293,9554,117
US,40.87349452,-98.02099117,1231,17
US,40.17658508,-99.40438879,260,0
US,40.52451972,-101.0603568,71,0
US,40.17609175,-101.0416477,320,5
US,42.45522056,-98.78402558,1129,16
US,41.91586243,-101.1354293,76,2
US,41.2200529,-98.5166499,682,10
US,40.17584531,-97.142601,782,1
US,40.39257596,-96.26522753,686,9
US,40.50663314,-98.94877182,808,5
US,41.19930341,-101.6620164,896,10
US,42.87990694,-99.71343729,65,0
US,41.19774275,-103.7148131,515,1
US,42.63758421,-97.89178836,1016,12
US,40.78416049,-96.68777155,40474,170
US,41.04658298,-100.7475374,5127,60
US,41.56650314,-100.4817851,92,0
US,41.91371961,-99.45440415,58,0
US,41.91676024,-97.6005481,5460,44
US,41.56797682,-101.0599362,46,1
US,41.16624273,-98.0374887,975,15
US,41.71711774,-103.0061405,694,7
US,41.39750195,-97.99327291,497,10
US,40.38514847,-95.85433992,878,15
US,40.17637905,-98.04743961,525,11
US,40.64843556,-96.13374142,1811,10
US,40.13141096,-96.23705437,280,1
US,40.85082525,-101.6502942,330,11
US,40.51156033,-99.41461667,1255,10
US,42.26434853,-97.60122773,737,20
US,41.57246836,-97.52144359,5065,50
US,41.18813488,-97.56630712,739,9
US,40.17556879999999,-100.476998,1511,15
US,40.1247415,-95.71755036,894,19
US,42.42252217,-99.44832069,124,2
US,40.52418865,-97.14085859,2354,2
US,41.11314181,-96.11156432,27433,131
US,41.2278103,-96.63773905,3007,16
US,41.85070896,-103.7080986,5332,48
US,40.87241834,-97.139673,2262,32
US,42.50284406,-102.4126613,696,10
US,41.22045983,-98.97588642,326,4
US,42.48932059,-103.7576544,52,0
US,41.9169835,-97.19394708,460,11
US,40.17626377,-97.59504381,671,4
US,41.91358968,-100.5556632,63,1
US,42.15725356,-96.54157099,1004,11
US,,,2181,197
US,41.56730777,-98.98197724,455,2
US,41.52815707,-96.22019892,2685,25
US,42.20934475,-97.11926964,1199,7
US,40.17642643,-98.50019851,468,7
US,41.91482725,-98.52798941,68,0
US,40.87272618,-97.59710186,2268,11
US,39.15509045,-119.7480219,8463,148
US,39.58105744,-118.3394607,3572,59
US,36.21458855,-115.0130241,325035,5765
US,38.912862,-119.6171333,4455,52
US,41.14531606,-115.3577619,7718,98
US,37.78436681,-117.6319999,58,1
US,39.98100864,-116.2683204,151,0
US,41.40692186,-118.1109427,2045,22
US,39.9332233,-117.0397075,696,14
US,37.64268459,-114.8790388,504,5
US,39.01777974,-119.1870479,6116,97
US,38.53841696,-118.4344506,541,11
US,38.04264256,-116.4722702,4225,141
US,40.44003782,-118.40056409999998,1076,26
US,39.44875482,-119.5250207,193,4
US,,,0,0
US,40.66562265,-119.6631594,62145,861
US,39.44157041,-114.899966,1050,10
US,43.51637314,-71.41684235,5657,118
US,43.87498583,-71.20430216,3417,19
US,42.92015988,-72.25311043,5240,47
US,44.69063265,-71.30633239,2939,49
US,43.93779815,-71.82057197,5400,30
US,42.91537785,-71.7200253,43332,668
US,43.29662971,-71.6811573,12392,129
US,42.98499744,-71.12883377,29659,292
US,43.291833,-71.02336013,12461,112
US,43.36094111,-72.22203125,2813,32
US,,,1535,2
US,39.47538693,-74.65848483,38515,748
US,40.96010917,-74.07164325,117928,2972
US,39.87681124,-74.66927768,53231,929
US,39.80343818,-74.96388753,66435,1414
US,39.15008829,-74.80170244,12228,234
US,39.37199394,-75.10712559,20412,466
US,40.78681335,-74.24657979,105270,3133
US,39.71581067,-75.13995546,37321,709
US,40.73766234,-74.07515667,96423,2378
US,40.56335249,-74.91284156,11649,189
US,40.28047017,-74.70479631,38648,998
US,40.43629879,-74.41426991,104546,2438
US,40.26549699,-74.22240686,90262,1716
US,40.86095313,-74.54553709999998,56934,1293
US,39.8895449,-74.28089251,92102,2308
US,41.03238628,-74.29954144,80579,1997
US,39.58719656,-75.34696629999998,7474,200
US,40.56465737,-74.61683016,34371,871
US,41.13891592,-74.69118243,16618,324
US,,,632,0
US,40.65835409,-74.30680092,79201,2033
US,40.85951833,-74.99556527,11748,253
US,35.05163625,-106.6703554,72769,1080
US,33.91514144,-108.4046587,147,7
US,33.36406072,-104.4665365,12210,192
US,34.91131525,-107.998876,3410,135
US,36.60569702,-104.64726740000002,1209,46
US,34.57421077,-103.3468876,7173,108
US,34.34274529,-104.4117842,224,3
US,32.35275771,-106.8329387,28962,527
US,32.47167456,-104.3053527,10535,192
US,32.73911281,-108.3827845,2184,49
US,34.86319296,-104.790669,596,15
US,35.85751555,-103.8220938,34,2
US,31.91383467,-108.7151824,548,11
US,32.79215361,-103.4123733,13227,258
US,33.74526079,-105.4586166,2749,29
US,35.86631386,-106.3134985,722,9
US,32.18179341,-107.75088259999998,3824,93
US,35.58007720000001,-108.262245,14178,501
US,36.01095101,-104.9497716,327,10
US,32.61348406,-105.7417604,5874,97
US,35.10403332,-103.5481727,973,17
US,36.51072137,-106.6931674,4581,83
US,34.02097406,-103.4799493,2615,68
US,36.50838318,-108.320437,19347,537
US,35.48014807,-104.8163562,2456,21
US,35.68862401,-106.8687803,15240,267
US,35.50708973,-105.9774716,12631,166
US,33.13028233,-107.1925893,985,54
US,34.00715494,-106.9298354,1632,62
US,36.58006022,-105.6310198,2272,62
US,34.64048375,-105.8508949,1320,19
US,,,4902,0
US,36.48126404,-103.4709624,333,11
US,34.71669834,-106.8103733,8754,138
US,42.60060306,-73.97723916,29993,379
US,42.25748406,-78.02750466,4403,94
US,40.85209301,-73.86282755,206126,6738
US,42.15903158,-75.81326086,23472,398
US,42.24778241,-78.67923096,7316,108
US,42.91261714,-76.55731592,8410,107
US,42.22769210000001,-79.36691763,12069,166
US,42.13891056,-76.7638805,10332,151
US,42.49430041,-75.60887553,4500,86
US,44.74530905,-73.67875352,6455,37
US,42.24819348,-73.63089095,4901,111
US,42.59509207,-76.07048931,5173,76
US,42.19837623,-74.96709306,3407,44
US,41.76486060000001,-73.74356679,35033,496
US,42.76249024,-78.73063652,103881,1924
US,44.11630765,-73.77297842,2162,31
US,44.59040891,-74.29926032,4053,19
US,43.11363907,-74.41798804,6065,100
US,43.0022601,-78.19135193,6714,132
US,42.275797,-74.12384884,4263,85
US,43.66146647,-74.49721957,426,3
US,43.42034246,-74.96145307,6477,122
US,44.04200959,-75.94653457,8365,73
US,40.6361825,-73.94935552,329313,10820
US,43.7844157,-75.44903992,3453,38
US,42.72596275,-77.77966158,5535,69
US,42.91653905,-75.67266639,5909,99
US,43.14638895,-77.69322942,82091,1175
US,42.90123494,-74.44011632,5665,136
US,40.74066522,-73.58941873,212062,3281
US,40.76727260000001,-73.97152637,166253,4623
US,43.19898042,-78.74777412,23390,395
US,43.24375382,-75.43710392,27774,575
US,43.00491923,-76.19971155,50137,744
US,42.85145728,-77.30874425,9064,105
US,41.40337468,-74.30240757,56489,903
US,43.2516977,-78.2320066,4144,86
US,43.42778894,-76.14635194,10991,109
US,42.63492579,-75.03151402,4425,52
US,,,0,306
US,41.42630093,-73.74965532,12275,96
US,40.71088124,-73.81684712,312646,10253
US,42.71348136,-73.51089874,14324,162
US,40.58582155,-74.14808598,87892,1922
US,41.15027894,-74.02560498,52412,776
US,43.10904162,-73.86653895,19616,195
US,42.81668777,-74.05278291,16171,224
US,42.58831742,-74.44339029999998,2229,21
US,42.39184015,-76.8773299,1440,16
US,42.78081007,-76.82497064,2670,61
US,44.4976179,-75.06550039,9933,122
US,42.2689144,-77.3829924,9593,170
US,40.88320119,-72.8012172,235833,3570
US,41.71579493,-74.76394559,8221,83
US,42.16852837,-76.30835812,4834,70
US,42.44945765,-76.47229843,6343,59
US,41.89027881,-74.26252104,16974,276
US,,,137,28
US,43.56173026,-73.8433699,5176,81
US,43.31153794,-73.43043448,4356,65
US,43.15494365,-77.02976528,7732,83
US,41.16278376,-73.75741653,142836,2338
US,42.70145109,-78.22199579,4240,56
US,42.63505484,-77.10369919,1508,26
US,36.0434701,-79.39976137,25682,323
US,35.922379600000006,-81.17751948,6261,111
US,36.49360862,-81.12857041,1579,5
US,34.97403241,-80.09953279,3751,75
US,36.43296207,-81.49862729,3350,46
US,36.07569796,-81.92308483,2660,32
US,35.48531943,-76.84325809,6884,124
US,36.0688473,-76.96545943,2416,49
US,34.61296243,-78.56180059,5382,93
US,34.070565,-78.22814204,15802,227
US,35.61113393,-82.53305,27120,402
US,35.74989637,-81.70755735,15308,204
US,35.3877799,-80.55267168,32051,321
US,35.95204977,-81.54799522,12923,198
US,36.33804939,-76.15568396,1074,8
US,34.8932941,-76.54120135,8081,76
US,36.39312665,-79.33353281,3112,37
US,35.66211129,-81.2132617,27648,407
US,35.70394416,-79.25541492,6584,91
US,35.1349263,-84.05970864,4563,74
US,36.12908077,-76.60118385,2233,40
US,35.05704275,-83.74353633,1607,35
US,35.33553364,-81.55204486,17836,295
US,34.26744084,-78.65801424,9847,219
US,35.11833364,-77.08398081,13944,151
US,35.04762133,-78.82623165,43659,453
US,36.36123664,-75.95876401,2629,25
US,35.66520691,-75.71767334,3648,12
US,35.79115496,-80.21256572,25149,290
US,35.93099927,-80.54496571,6226,68
US,34.93449805,-77.93140529,9694,172
US,36.03638492,-78.87608331,33729,255
US,35.91230639,-77.59436892,7757,123
US,36.12859861,-80.25459052,50324,534
US,36.081519,-78.28708884,9595,60
US,35.29373559,-81.17477045,38951,587
US,36.44667547,-76.69749701,1042,18
US,35.3506925,-83.83369267,1292,27
US,36.30337451,-78.65184241,7728,99
US,35.48544173,-77.67578087,3233,53
US,36.07959451,-79.78824948,65872,845
US,36.25669272,-77.6556109,7653,133
US,35.36731853,-78.87243571,17907,242
US,35.55269063,-82.98196486,7164,135
US,35.33788927,-82.4766782,14743,192
US,36.3607755,-76.98104134,2734,69
US,35.01888303,-79.23651674,6963,77
US,35.42017674,-76.15180542,817,11
US,35.80950511,-80.8743128,28070,311
US,35.28814273,-83.14093385,5453,69
US,35.51745004,-78.36622717,31583,317
US,35.02254606,-77.35870791,1290,29
US,35.47623147,-79.17569362,9245,103
US,35.24032589999999,-77.64245615,9318,147
US,35.48508185,-81.21740317,14558,107
US,35.14867843,-83.41696617,4813,54
US,35.85402722,-82.71346418,2684,56
US,35.84326734,-77.10860251,3551,64
US,35.67736232,-82.0482425,8389,114
US,35.24469268,-80.8317671,153765,1192
US,36.01059309,-82.1582442,1957,18
US,35.33155144,-79.90416657,4408,108
US,35.30885257,-79.48474178,13304,240
US,35.96575634,-77.98422508,15055,226
US,34.25758282,-77.87075626,28161,277
US,36.41736238,-77.39769443,2542,62
US,34.72607366,-77.42908179,27469,241
US,36.06092947,-79.12167935,11511,109
US,35.15253315,-76.66559823,1659,23
US,36.26723798,-76.25134778,4895,98
US,34.52265624,-77.90352133,8616,95
US,36.17847453,-76.40603143,1471,15
US,36.38989032,-78.97217358,5008,87
US,35.59535426,-77.37353178,29019,138
US,35.27820615,-82.16812354,2251,43
US,35.71015088,-79.80570339,21065,299
US,35.00417719,-79.74491009,6965,134
US,34.64244496,-79.10250529999998,24588,419
US,36.39593137,-79.77504841,11539,192
US,35.64003916,-80.52446628,25712,426
US,35.40114178,-81.92112099,11060,293
US,34.98820368,-78.36914061,10967,129
US,34.8386299,-79.4757978,5602,105
US,35.31647813,-80.25093221,11346,173
US,36.4017975,-80.23893369,5966,101
US,36.41689489,-80.69102283,11912,220
US,35.48665845,-83.48748932,1913,22
US,35.20383864,-82.79638423,3812,45
US,35.87147226,-76.17055253,536,7
US,,,0,0
US,34.98960527,-80.52955873,35357,318
US,36.36880673,-78.40670845,6527,97
US,35.78879266,-78.65249174,125870,871
US,36.39728256,-78.10652228,2310,27
US,35.83810081,-76.57299037,1547,35
US,36.23103603,-81.70033724,6420,35
US,35.36438125,-78.00027268,15485,297
US,36.2084135,-81.16232895,10331,173
US,35.70625477,-77.917978,12900,224
US,36.16222629,-80.66239436,5828,70
US,35.90079156,-82.31237181,2741,29
US,46.09686891,-102.5285397,352,4
US,46.93579637,-98.06605978,1721,33
US,48.0683985,-99.35916363,1250,20
US,47.02366884,-103.3762965,88,0
US,48.79106111,-100.8378166,928,20
US,46.11285362,-103.5203343,525,7
US,48.79094471,-102.5182117,289,3
US,46.97847375,-100.4645214,21142,221
US,46.93201724,-97.2444719,30146,229
US,48.77286211,-98.46685243,519,5
US,46.11017712,-98.5049008,931,33
US,48.814938700000006,-103.4873611,254,2
US,47.35423935,-102.6160468,642,7
US,47.71701474,-98.90432337,506,6
US,46.28398398,-100.2389766,531,14
US,47.4571084,-98.88279923,635,19
US,46.94022281,-103.8465421,323,4
US,47.92093639,-97.45450447,12416,82
US,46.35821257,-101.6390013,295,7
US,47.45785838,-98.23850925,361,2
US,46.43375068,-102.4632417,445,5
US,46.97830064,-99.77507857,346,10
US,46.45681054,-98.53542355,643,17
US,46.45729487,-99.47719806,315,10
US,48.23104458,-100.6324822,813,23
US,46.11182017,-99.44145858,438,8
US,47.74133370000001,-103.395905,2180,17
US,47.60766714,-101.3182418,1665,33
US,47.31213126,-101.8318399,1618,12
US,46.71681782,-101.2822377,6976,105
US,48.20197971,-102.3555315,1795,23
US,47.9226426,-98.19038437,533,16
US,47.11530482,-101.3406158,194,3
US,48.76623521,-97.5523809,1123,11
US,48.24977025,-99.96407787,732,27
US,48.26886249,-98.72223879,2082,33
US,46.45621782,-97.65742504,898,18
US,48.71982533,-101.6603912,357,14
US,46.26440649,-96.94852979,2393,19
US,48.77245354,-99.84097493,2693,31
US,46.10830372,-97.63217159,575,7
US,47.57700669,-100.3426391,144,3
US,46.11323337,-101.0440149,837,14
US,46.44737738,-103.4601547,41,0
US,46.80851182,-102.6576326,7019,59
US,47.45611548,-97.72728747,240,2
US,46.97962541,-98.95637318,4206,82
US,48.68565745,-99.24564265,373,11
US,47.45367788,-97.16323288,1228,18
US,,,0,34
US,48.36876964,-97.72574783,2171,28
US,48.22390169,-101.5436763,12298,210
US,47.58614526,-99.65904998,546,9
US,48.34522353,-103.4793387,6410,46
US,15.0979,145.6739,281,3
US,38.84541072,-83.4718964,4012,93
US,40.77285242,-84.10802343,15365,279
US,40.84772277,-82.27280781,6606,129
US,41.70860332,-80.74830218,9199,201
US,39.33425634,-82.04278644,7543,76
US,40.55998859,-84.22421429999999,6512,98
US,40.01625942,-80.9924051,8850,209
US,38.93416837,-83.86788395,6172,87
US,39.44012838,-84.57388716,50272,713
US,40.5789686,-81.09178213,2882,61
US,40.13923427,-83.76875242,4914,71
US,39.91592258,-83.78498252,19260,354
US,39.04847534,-84.15375786,27472,327
US,39.41485808,-83.80852286,5680,91
US,40.76932373,-80.78094576,13242,274
US,40.30096166,-81.91729018,4498,83
US,40.85065156,-82.91989099,6045,130
US,41.424119,-81.65918339,142302,2456
US,40.13412966,-84.6194517,7386,158
US,41.32398837,-84.49076944,5918,104
US,40.27942393,-83.00457058,23689,163
US,41.36796058,-82.62904521,10407,184
US,39.75107189,-82.63088163,21874,246
US,39.56021306,-83.4562016,4135,63
US,39.96995815,-83.01115755,160553,1690
US,41.60213491,-84.12571393,5793,96
US,38.82708533,-82.31647569,3978,67
US,41.49952319,-81.17935342,8631,157
